id,corporate_name,data_time,price,open_price,high_price,low_price,volume,prediction,data_source
52,RELIANCE.NS,2026-02-03T16:28:22.813976,2869.5342929195376,2923.1303271970746,2935.1553024755613,2820.989656469545,852403,2752.433779028057,generated
53,RELIANCE.NS,2026-02-04T16:28:22.813976,3821.1622338547836,3873.7196699014175,3899.991524713184,3661.1221297172947,9319608,3672.5207527200178,generated
54,RELIANCE.NS,2026-02-05T16:28:22.813976,386.02905005778604,388.56379274683155,402.2861780696838,381.02052260214805,1977150,351.2244676105361,generated
55,RELIANCE.NS,2026-02-06T16:28:22.813976,494.7717624624788,502.2172263433592,509.80954507494687,476.4487199200461,9458977,518.7544801602359,generated
56,RELIANCE.NS,2026-02-07T16:28:22.813976,3195.6624502740706,3204.83375833364,3250.837329763872,3100.027777958385,4138702,3170.237820312219,generated
57,RELIANCE.NS,2026-02-08T16:28:22.813976,3818.4983111346496,3739.190307705759,3905.0325743193484,3646.4481702494936,5743250,3760.0716144436124,generated
58,RELIANCE.NS,2026-02-09T16:28:22.813976,997.076904439945,1015.9942579344649,1037.6271302019522,976.4789026339666,6159879,945.3384828481561,generated
59,RELIANCE.NS,2026-02-10T16:28:22.813976,3310.2234691616013,3398.081908061282,3423.8188089464165,3241.406945119859,2291776,3488.617021435663,generated
60,RELIANCE.NS,2026-02-11T16:28:22.813976,734.28931063716,748.7178185268509,770.0048080073254,705.1034860745867,4716819,750.4301608626714,generated
61,HDFCBANK.NS,2026-01-13T16:28:22.813976,2677.7860791585795,2709.0995116091362,2741.5304630459964,2555.0535041535904,9732019,2844.575001430957,generated
62,HDFCBANK.NS,2026-01-14T16:28:22.813976,3209.8043340170634,3202.3557797355975,3259.288365153637,3095.030291675565,7855994,3275.191318464776,generated
63,HDFCBANK.NS,2026-01-15T16:28:22.813976,4911.630817651549,4907.8026582414295,5024.870349505518,4745.22958903808,7760845,5118.680708983375,generated
64,HDFCBANK.NS,2026-01-16T16:28:22.813976,2906.988004760855,2886.2887382886424,2986.1594254482015,2807.341873349794,4477757,2725.3601629159207,generated
65,HDFCBANK.NS,2026-01-17T16:28:22.813976,121.47675057528953,122.01969464204883,122.87204195263926,120.20008867073327,572978,110.11760248129684,generated
66,HDFCBANK.NS,2026-01-18T16:28:22.813976,2571.3601433676463,2543.392753372405,2598.911060098593,2490.623916048062,5277929,2794.618167645119,generated
67,HDFCBANK.NS,2026-01-19T16:28:22.813976,1450.7975534855686,1455.7362908065245,1484.762836958489,1435.7028547786174,8484240,1589.276395178651,generated
68,HDFCBANK.NS,2026-01-20T16:28:22.813976,4045.5546267170257,3998.0117332670156,4206.579271223042,3925.1135999207513,1060095,3853.8764292552232,generated
69,HDFCBANK.NS,2026-01-21T16:28:22.813976,231.44832964716824,238.07913834337722,241.30507797974545,224.73689780708472,4798259,243.29788162720592,generated
70,HDFCBANK.NS,2026-01-22T16:28:22.813976,2821.9305940904255,2923.433793561803,2959.2893182234357,2705.1576765893906,307168,2974.888437688996,generated
71,HDFCBANK.NS,2026-01-23T16:28:22.813976,3112.4126496840013,3064.978913674949,3162.768744957456,3035.692033698303,2466450,3085.433353709965,generated
72,HDFCBANK.NS,2026-01-24T16:28:22.813976,2279.121264485279,2346.7882053091753,2359.726104700867,2186.4378026887885,6271263,2383.196745881745,generated
73,HDFCBANK.NS,2026-01-25T16:28:22.813976,924.5110458002537,929.0472220445353,961.8743094470875,899.5977248327301,2775671,978.4580432935752,generated
74,HDFCBANK.NS,2026-01-26T16:28:22.813976,2740.8918176788957,2789.940495763561,2828.415199981006,2604.88918707971,4754041,2786.0834374660353,generated
75,HDFCBANK.NS,2026-01-27T16:28:22.813976,3140.712970591725,3104.4325676335898,3188.169594344192,3094.215088632964,7751594,3007.8057228031535,generated
76,HDFCBANK.NS,2026-01-28T16:28:22.813976,2716.858928805046,2732.132082897037,2753.3374503266155,2673.5181252599064,6672378,2805.7304205052396,generated
77,HDFCBANK.NS,2026-01-29T16:28:22.813976,1798.350036572012,1757.9688728985905,1861.4810438389154,1733.792975961584,1092894,1867.4206162325215,generated
78,HDFCBANK.NS,2026-01-30T16:28:22.813976,3666.6648600976337,3642.1894211681947,3727.314066393679,3497.986473040894,5813491,3595.4601602744333,generated
79,HDFCBANK.NS,2026-01-31T16:28:22.813976,2611.4913261062547,2622.535968597543,2685.2427193501267,2562.3070792078415,8033768,2482.1864405686683,generated
80,HDFCBANK.NS,2026-02-01T16:28:22.813976,4692.199717132885,4675.478616837471,4835.862944075308,4632.822571887219,1311440,4659.941017336033,generated
81,HDFCBANK.NS,2026-02-02T16:28:22.813976,2754.652412773985,2873.820842463383,2891.7241899531555,2711.2942184855615,865984,2650.413409909927,generated
82,HDFCBANK.NS,2026-02-03T16:28:22.813976,3522.31197387924,3613.6098026747286,3682.9213555982365,3465.768242581987,5582879,3643.613282789118,generated
83,HDFCBANK.NS,2026-02-04T16:28:22.813976,2522.7660432590083,2525.6559772318387,2600.574515013186,2468.389443161532,5828209,2412.9057343908107,generated
84,HDFCBANK.NS,2026-02-05T16:28:22.813976,3551.708536416232,3520.174114540419,3639.9346549055977,3434.5860687531394,8585913,3758.689111337661,generated
85,HDFCBANK.NS,2026-02-06T16:28:22.813976,566.4844967447539,550.4595165910077,593.9632956274316,548.61270599209,8996842,618.9730763649912,generated
86,HDFCBANK.NS,2026-02-07T16:28:22.813976,3514.869712271714,3681.186217078631,3684.803951062687,3394.149481315197,1483790,3409.7422583571974,generated
87,HDFCBANK.NS,2026-02-08T16:28:22.813976,1056.4047952009403,1056.0708163561637,1069.3298380286096,1029.7303179816147,1262684,989.7543065275873,generated
88,HDFCBANK.NS,2026-02-09T16:28:22.813976,4413.076837031726,4428.706656009845,4551.428288765931,4349.678583689852,4162343,4586.10065507974,generated
89,HDFCBANK.NS,2026-02-10T16:28:22.813976,4329.849741224448,4268.844473201398,4378.162149081476,4214.134145645459,7692823,4570.103497995502,generated
90,HDFCBANK.NS,2026-02-11T16:28:22.813976,869.7459734279682,852.5658250805566,894.5627947062295,852.4039765904914,3524798,812.4333839245069,generated
91,INFY.NS,2026-01-13T16:28:22.813976,4051.253042020096,4064.061130196297,4239.799399833171,3915.667685276122,3935880,4135.284570622455,generated
92,INFY.NS,2026-01-14T16:28:22.813976,4783.6596869037285,4934.869888279352,4999.58328785715,4599.757176043415,2355151,5071.739148860465,generated
93,INFY.NS,2026-01-15T16:28:22.813976,3650.965489093188,3695.469134192817,3696.5597598418126,3605.1158881536953,5271718,3369.0371973828687,generated
94,INFY.NS,2026-01-16T16:28:22.813976,4019.0958920328026,4046.3909311971074,4095.7133258938247,3865.9173683092154,9574285,4342.46237230421,generated
95,INFY.NS,2026-01-17T16:28:22.813976,2282.849416956374,2366.6691081776494,2375.4574626373796,2233.1856611684884,2359398,2155.9200752342003,generated
96,INFY.NS,2026-01-18T16:28:22.813976,2580.442033127585,2652.1960178032277,2671.8081054176932,2519.1189536322627,9123874,2546.932267148045,generated
97,INFY.NS,2026-01-19T16:28:22.813976,4729.657108477939,4733.5226273854405,4881.7423057870565,4499.186530592533,9999792,4443.9671049811295,generated
98,INFY.NS,2026-01-20T16:28:22.813976,4950.885081106749,4803.3974806675,5026.948751638685,4754.148244037507,5528703,4860.751706728733,generated
99,INFY.NS,2026-01-21T16:28:22.813976,2490.0991977492718,2580.8577747342774,2592.500675725216,2458.980896575015,7275836,2286.0091991111053,generated
100,INFY.NS,2026-01-22T16:28:22.813976,2982.1925029866347,2916.0958793912955,3024.1734751436943,2866.2605634074025,8528127,3213.150235846186,generated
101,INFY.NS,2026-01-23T16:28:22.813976,129.95093549993393,132.23121334866124,135.4005919243053,126.73920098991651,3579646,129.33502159442463,generated
102,INFY.NS,2026-01-24T16:28:22.813976,1860.5232173471722,1893.4214336612781,1896.8054632403503,1821.6549874536047,9571350,1749.7978329007815,generated
103,INFY.NS,2026-01-25T16:28:22.813976,1653.3433880342848,1656.1957014824443,1733.5800890469563,1632.2741227248653,6029707,1811.5085546970795,generated
104,INFY.NS,2026-01-26T16:28:22.813976,1847.7223987584794,1831.7476829005782,1905.1740610781987,1812.0016604931463,9190077,1945.3602233218733,generated
105,INFY.NS,2026-01-27T16:28:22.813976,518.5491767794379,520.4944247933976,529.9310288709469,501.8472237141483,5482664,542.5698454704417,generated
106,INFY.NS,2026-01-28T16:28:22.813976,4871.309386348056,4841.648905363303,4955.022423356154,4691.828911341313,5918252,5010.560670308826,generated
107,INFY.NS,2026-01-29T16:28:22.813976,2418.2420896245403,2509.377042944617,2526.9045402548377,2307.756463119795,4960120,2499.6540242890114,generated
108,INFY.NS,2026-01-30T16:28:22.813976,2201.3609005877083,2201.2210201190956,2238.4080919354565,2120.7857266005785,3926844,2147.19926613831,generated
109,INFY.NS,2026-01-31T16:28:22.813976,2199.5369316238925,2202.986455166903,2290.0682741883084,2136.9784299625476,5623023,2024.791921813621,generated
110,INFY.NS,2026-02-01T16:28:22.813976,2983.050034516341,3020.187424373005,3058.3758068538405,2922.7697201625983,3686854,2959.9735079446787,generated
111,INFY.NS,2026-02-02T16:28:22.813976,4860.664521476549,4960.677691101391,5069.518674481022,4761.849590244763,4871839,4662.428112094785,generated
112,INFY.NS,2026-02-03T16:28:22.813976,2522.5251872625595,2572.5854271877847,2579.8031412659084,2405.2462410833764,7684235,2285.9765997501827,generated
113,INFY.NS,2026-02-04T16:28:22.813976,2159.161862467557,2243.1293081888375,2249.0498163975312,2064.64676137025,3681960,1947.3760668262619,generated
114,INFY.NS,2026-02-05T16:28:22.813976,2847.066557758963,2822.362723183116,2883.8752739291867,2723.8870507442343,8518596,2666.3845606277423,generated
115,INFY.NS,2026-02-06T16:28:22.813976,1833.0337985585375,1871.545559354979,1923.2797145763839,1765.2031376913505,8462855,1773.1052383875178,generated
116,INFY.NS,2026-02-07T16:28:22.813976,3845.0482030734233,3781.8792410229144,3944.860959177881,3687.9355362659303,713072,3787.5834771160207,generated
117,INFY.NS,2026-02-08T16:28:22.813976,3412.2451011075295,3362.5635145243523,3469.0656474385682,3252.6208635036332,3046183,3293.580077287833,generated
118,INFY.NS,2026-02-09T16:28:22.813976,4603.295612777487,4397.147972001048,4814.981889917766,4374.08893700512,8790956,4324.942239241508,generated
119,INFY.NS,2026-02-10T16:28:22.813976,2161.0030686931354,2177.7920702582715,2200.2116822911526,2116.988861480248,8165954,1985.8211800501906,generated
120,INFY.NS,2026-02-11T16:28:22.813976,2220.215258253217,2174.4914836763555,2297.6335930772425,2120.215791270733,2281986,2383.0696949157277,generated
121,ICICIBANK.NS,2026-01-13T16:28:22.813976,3420.2683764353333,3363.6118714726804,3461.8585422014494,3307.0389350296136,515691,3268.8563619614447,generated
122,ICICIBANK.NS,2026-01-14T16:28:22.813976,4245.2658940497295,4237.107842996778,4358.607023311839,4138.363063903706,2340771,4548.877593677854,generated
123,ICICIBANK.NS,2026-01-15T16:28:22.813976,2125.309590636678,2212.7713650142778,2217.5307675158115,2081.1431900661682,881395,2077.8396657416733,generated
124,ICICIBANK.NS,2026-01-16T16:28:22.813976,1335.1224165537055,1311.2607550605871,1353.6061868791116,1291.8728723507545,5963656,1340.9013895248956,generated
125,ICICIBANK.NS,2026-01-17T16:28:22.813976,4485.283150420423,4563.139465937665,4695.148909922844,4434.675759419052,2049500,4275.166295681966,generated
126,ICICIBANK.NS,2026-01-18T16:28:22.813976,3622.816429644453,3664.2709385006456,3678.107316550232,3501.8504318947234,4875694,3670.37784755828,generated
127,ICICIBANK.NS,2026-01-19T16:28:22.813976,450.6525760427192,442.7083457795582,471.47970369035113,436.8538998248435,3233503,451.0874267444585,generated
128,ICICIBANK.NS,2026-01-20T16:28:22.813976,2189.063627306879,2141.259296065603,2244.3563252156455,2141.0572964523776,6209956,2395.2782326916895,generated
129,ICICIBANK.NS,2026-01-21T16:28:22.813976,2807.567382103091,2761.6621593256427,2909.8352783643822,2687.2548027886546,4075269,2540.7676715525863,generated
130,ICICIBANK.NS,2026-01-22T16:28:22.813976,2346.349242109509,2356.1566850875843,2385.300177648803,2294.3096057184234,1234214,2317.141473570158,generated
131,ICICIBANK.NS,2026-01-23T16:28:22.813976,1345.4588087616428,1347.8448968236435,1366.273035602329,1319.8670243708805,7409484,1350.6116568353043,generated
132,ICICIBANK.NS,2026-01-24T16:28:22.813976,4436.033695699911,4497.6395213687265,4626.668121760798,4364.871822445382,5547642,4509.669282252824,generated
133,ICICIBANK.NS,2026-01-25T16:28:22.813976,4132.513680136133,4144.579189299897,4209.739600073493,4028.798176305032,4620691,4496.427775957201,generated
134,ICICIBANK.NS,2026-01-26T16:28:22.813976,2943.8619480060534,2988.1297723542516,3076.6061776151037,2828.7725614497504,375594,2783.443864623035,generated
135,ICICIBANK.NS,2026-01-27T16:28:22.813976,2574.038379519551,2641.92642657499,2655.8616602645434,2528.486242062143,5561138,2562.6789764956648,generated
136,ICICIBANK.NS,2026-01-28T16:28:22.813976,1208.5116203959158,1239.8808752749849,1246.007230295177,1164.6187527656011,7893930,1169.7807555361658,generated
137,ICICIBANK.NS,2026-01-29T16:28:22.813976,4263.164363604223,4231.241719450105,4368.094390496192,4155.547939181356,8270841,4518.655356481234,generated
138,ICICIBANK.NS,2026-01-30T16:28:22.813976,2546.906229744417,2498.4704906532697,2614.0785283185137,2463.242875920013,2687163,2500.380838650548,generated
139,ICICIBANK.NS,2026-01-31T16:28:22.813976,3580.045328274099,3459.0277285862726,3751.036525046849,3419.330903225344,395298,3898.550915928971,generated
140,ICICIBANK.NS,2026-02-01T16:28:22.813976,3047.185404455835,2992.7104091146207,3090.3785153579,2984.768841336993,6991827,2870.8673088983232,generated
141,ICICIBANK.NS,2026-02-02T16:28:22.813976,632.7769265037508,626.2535705362002,651.1697133171615,607.1266714898585,3972397,642.7911856297671,generated
142,ICICIBANK.NS,2026-02-03T16:28:22.813976,228.62997597958707,227.69422367841895,233.51312019221058,223.00355635549295,3066055,218.6437377718751,generated
143,ICICIBANK.NS,2026-02-04T16:28:22.813976,3192.803608476605,3242.439389498365,3327.207069343614,3134.673065933279,8164808,3305.476581626695,generated
144,ICICIBANK.NS,2026-02-05T16:28:22.813976,3318.7662096283984,3393.6643306112132,3475.813356367722,3204.7239209020536,971210,3357.7058633387337,generated
145,ICICIBANK.NS,2026-02-06T16:28:22.813976,3707.6965931131854,3654.855785212878,3822.616843398474,3534.1800469728605,9499757,3391.639796533764,generated
146,ICICIBANK.NS,2026-02-07T16:28:22.813976,4440.016591304604,4388.109408364851,4620.744664526243,4241.147344368179,5379936,4481.008763528363,generated
147,ICICIBANK.NS,2026-02-08T16:28:22.813976,2492.7711422229345,2567.211261821134,2567.6476637531136,2466.8828508759148,6536416,2670.0455990989567,generated
148,ICICIBANK.NS,2026-02-09T16:28:22.813976,339.5296432140482,341.9731167368592,343.6807294989669,334.5548028320674,3901037,308.06055037624554,generated
149,ICICIBANK.NS,2026-02-10T16:28:22.813976,1911.6114608937182,1838.8954836845708,1995.1676471517105,1833.3631009053856,2916078,1723.5407568090875,generated
150,ICICIBANK.NS,2026-02-11T16:28:22.813976,1169.6449335271795,1141.0225822999844,1207.6243239830685,1124.4428766950277,6550113,1176.642127611599,generated
151,HINDUNILVR.NS,2026-01-13T16:28:22.813976,4380.655378280721,4332.401243038523,4454.321398456674,4166.6176253048825,7471785,4114.4019325025565,generated
152,HINDUNILVR.NS,2026-01-14T16:28:22.813976,2870.532080491467,2812.189765454906,2908.730656329373,2745.6203486255176,2347141,3043.0935188661842,generated
153,HINDUNILVR.NS,2026-01-15T16:28:22.813976,1630.601339949601,1573.363783655626,1648.5652727018164,1567.5135776311904,4523578,1626.5582154226465,generated
154,HINDUNILVR.NS,2026-01-16T16:28:22.813976,1318.0704339976462,1293.5917068585911,1345.7369517221,1289.9535927411584,3319117,1313.833850933773,generated
155,HINDUNILVR.NS,2026-01-17T16:28:22.813976,1739.238778210248,1713.8761587963913,1787.87968145107,1684.0165955156624,5832226,1823.3870872923949,generated
156,HINDUNILVR.NS,2026-01-18T16:28:22.813976,840.4787194903735,836.8484225387464,861.9203253919987,806.0037005391032,9701114,907.0731235730782,generated
157,HINDUNILVR.NS,2026-01-19T16:28:22.813976,3850.0589138450264,3884.4144218350925,3927.131784529764,3718.6776682364803,338422,4172.063037104221,generated
158,HINDUNILVR.NS,2026-01-20T16:28:22.813976,1438.0884799790626,1455.627048647708,1483.1610692876363,1386.6120535101757,5152781,1553.2237455910345,generated
159,HINDUNILVR.NS,2026-01-21T16:28:22.813976,2376.08117136225,2301.8238902011044,2428.1690617160425,2274.277349621852,7624303,2337.9676208398905,generated
160,HINDUNILVR.NS,2026-01-22T16:28:22.813976,3508.2740582854244,3543.933376874139,3551.2827424439843,3441.951523755778,5417716,3758.776521388304,generated
161,HINDUNILVR.NS,2026-01-23T16:28:22.813976,1889.754977818144,1848.6710269762464,1929.8809965519079,1811.3684782311566,8630056,2003.7398280293796,generated
162,HINDUNILVR.NS,2026-01-24T16:28:22.813976,732.3778931207188,708.6420365341409,752.5250790860862,700.1234700354245,1450049,795.4443967629506,generated
163,HINDUNILVR.NS,2026-01-25T16:28:22.813976,4232.04238393378,4312.312515724976,4393.487385663947,4070.7229690451313,5667411,4364.19205740283,generated
164,HINDUNILVR.NS,2026-01-26T16:28:22.813976,1321.1148899520806,1313.1576329910267,1343.8269243913924,1298.7980572763588,3814070,1368.8427383438832,generated
165,HINDUNILVR.NS,2026-01-27T16:28:22.813976,3964.5660399522803,4016.9809313944484,4083.1670800663505,3768.5583501179913,9386029,4175.6206461151005,generated
166,HINDUNILVR.NS,2026-01-28T16:28:22.813976,120.46826473989728,121.10830620659027,124.70081314059487,118.03655328921901,283831,123.5164931732657,generated
167,HINDUNILVR.NS,2026-01-29T16:28:22.813976,3368.2318247848757,3409.0090236880446,3516.445304509735,3247.2911709928194,8893503,3051.8125216511744,generated
168,HINDUNILVR.NS,2026-01-30T16:28:22.813976,4961.2435089381215,4928.313509931475,5124.246209211138,4760.668890974532,2862331,5118.25715030535,generated
169,HINDUNILVR.NS,2026-01-31T16:28:22.813976,2815.9696933664754,2854.9795757703782,2873.0357388642306,2691.916862321762,1258737,2647.877337000101,generated
170,HINDUNILVR.NS,2026-02-01T16:28:22.813976,1563.2293212395139,1570.6467112835244,1582.8535128055537,1504.1964876715826,7762754,1534.9732856408675,generated
171,HINDUNILVR.NS,2026-02-02T16:28:22.813976,359.22573802461403,351.6894276626851,375.125274612885,342.7496380326307,7014851,348.9396062757654,generated
172,HINDUNILVR.NS,2026-02-03T16:28:22.813976,3327.0023811888814,3289.4308417623574,3376.81980376777,3235.1358062185745,9788192,3192.0181000981784,generated
173,HINDUNILVR.NS,2026-02-04T16:28:22.813976,735.8537855175147,730.5632101835592,762.2503861971988,708.4990503155228,7057950,775.1893009144788,generated
174,HINDUNILVR.NS,2026-02-05T16:28:22.813976,716.9629377257282,743.7304468114124,747.6610444291741,709.4956563594272,5864371,646.7912166424856,generated
175,HINDUNILVR.NS,2026-02-06T16:28:22.813976,3615.356674428683,3481.6118674243276,3724.1024345777223,3465.0498427831353,2215416,3800.7898087551384,generated
176,HINDUNILVR.NS,2026-02-07T16:28:22.813976,1683.014135684743,1674.6191634838333,1739.3964059869586,1642.0009594518308,9310546,1709.2825649317988,generated
177,HINDUNILVR.NS,2026-02-08T16:28:22.813976,2494.3626498237168,2474.6292331305085,2539.103692418124,2440.7575003819616,5107461,2707.4737168024963,generated
178,HINDUNILVR.NS,2026-02-09T16:28:22.813976,856.6333428514943,851.6968602706742,867.6820224505979,844.5323133471401,5945618,808.7745128070128,generated
179,HINDUNILVR.NS,2026-02-10T16:28:22.813976,1915.193067107951,1883.7571396933486,1955.0949502912001,1831.6563070593888,6024933,1887.0136040540729,generated
180,HINDUNILVR.NS,2026-02-11T16:28:22.813976,258.23091572884226,258.1929356037796,264.8855120737971,251.86054252464595,366817,261.80551305818506,generated
181,SBIN.NS,2026-01-13T16:28:22.813976,2020.28326582867,2020.9803579343484,2073.663514689742,1935.2321025078943,3458514,2195.24317595642,generated
